Player,Cap Hit,Term,Total,Date,Level,Cap %,POS,Sign Age,Sign Status,Sign Expiry,Structure,GM,Agent,Draft Year,Draft Round
Zach Aston-Reese,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,C,29,UFA,UFA,2-Way,Kelly McCrimmon,Daniel Milstein,,
Garrett Pilon,"$775,000",2yr,$1.55M,1-Jul-24,STD,0.90%,C,26,UFA,UFA,2-Way,Steve Staios,David Kaye,2016,3
Mike Hardman,"$775,000",2yr,$1.55M,1-Jul-24,STD,0.90%,C,25,UFA,UFA,2-Way,Tom Fitzgerald,Jerry Buckley,,
Jack Rathbone,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,D,25,UFA,UFA,2-Way,Kevyn Adams,Jerry Buckley,2017,4
Jeff Malott,"$775,000",2yr,$1.55M,1-Jul-24,STD,0.90%,LW,27,UFA,UFA,Mixed,Rob Blake,Richard Evans,,
Corey Schueneman,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,D,28,UFA,UFA,2-Way,Doug Armstrong,Richard Evans,,
A.J. Greer,"$850,000",2yr,$1.70M,1-Jul-24,STD,1%,LW,27,UFA,UFA,1-Way,Bill Zito,Philippe Lecavalier,2015,2
Joseph Cecconi,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,D,27,UFA,UFA,2-Way,Bill Guerin,Richard Evans,2015,5
Nathan Smith,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,C,25,UFA,UFA,2-Way,Patrik Allvin,Richard Evans,2018,3
Collin Delia,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,G,30,UFA,UFA,2-Way,Jeff Jackson,Jerry Buckley,,
William Lagesson,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,D,28,UFA,UFA,1-Way,Steve Yzerman,Allan Walsh,2014,4
Derek Forbort,"$1,500,000",1yr,$1.50M,1-Jul-24,STD,1.70%,D,32,UFA,UFA,1-Way,Patrik Allvin,Ben Hankinson,2010,1
Kiefer Sherwood,"$1,500,000",2yr,$3.00M,1-Jul-24,STD,1.70%,C,29,UFA,UFA,1-Way,Patrik Allvin,Allain Roy,,
Cam Talbot,"$2,500,000",2yr,$5.00M,1-Jul-24,STD,2.80%,G,36,UFA,UFA,1-Way,Steve Yzerman,Jordan Neumann & George Bazos,,
Danton Heinen,"$2,250,000",2yr,$4.50M,1-Jul-24,STD,2.60%,LW,28,UFA,UFA,1-Way,Patrik Allvin,Allain Roy,2014,4
Tomas Nosek,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,LW,31,UFA,UFA,1-Way,Bill Zito,J.P. Barry,,
Jesse Ylonen,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,RW,24,UFA,UFA,2-Way,Julien BriseBois,Ian Pulver,2018,2
Tyson Jost,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,C,26,UFA,UFA,1-Way,Eric Tulsky,J.P. Barry,2016,1
Jake Bean,"$1,750,000",2yr,$3.50M,1-Jul-24,STD,2%,D,26,UFA,UFA,1-Way,Craig Conroy,Judd Moldaver,2016,1
Anthony Beauvillier,"$1,250,000",1yr,$1.25M,1-Jul-24,STD,1.40%,C,27,UFA,UFA,1-Way,Kyle Dubas,Philippe Lecavalier,2015,1
Matt Murray,"$875,000",1yr,$875k,1-Jul-24,STD,1%,G,30,UFA,UFA,1-Way,Brad Treliving,Robert Hooper,2012,3
Jaccob Slavin,"$6,396,062",8yr,$51.17M,1-Jul-24,STD,6.70%,D,30,UFA,UFA,1-Way,Eric Tulsky,Kurt Overhardt,2012,4
Dennis Gilbert,"$825,000",1yr,$825k,1-Jul-24,STD,0.90%,D,27,UFA,UFA,1-Way,Kevyn Adams,Brian & Scott Bartlett,2015,3
Calvin de Haan,"$800,000",1yr,$800k,1-Jul-24,STD,0.90%,D,33,UFA,UFA,1-Way,Chris MacFarland,Andy Scott,2009,1
Craig Smith,"$1,000,000",1yr,$1.00M,1-Jul-24,STD,1.10%,C,34,UFA,UFA,1-Way,Kyle Davidson,Kevin Magnuson,2009,4
Pat Maroon,"$1,300,000",1yr,$1.30M,1-Jul-24,STD,1.50%,LW,36,UFA,UFA,1-Way,Kyle Davidson,Ben Hankinson,2007,6
Laurent Brossoit,"$3,300,000",2yr,$6.60M,1-Jul-24,STD,3.80%,G,31,UFA,UFA,1-Way,Kyle Davidson,Ray (Raynold) Petkau,2011,6
Jacob Bryson,"$900,000",1yr,$900k,1-Jul-24,STD,1%,D,26,UFA,UFA,1-Way,Kevyn Adams,Allain Roy,2017,4
Nicolas Aube-Kubel,"$1,500,000",1yr,$1.50M,1-Jul-24,STD,1.70%,RW,28,UFA,UFA,1-Way,Kevyn Adams,Philippe Lecavalier,2014,2
Jack Campbell,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,G,32,UFA,UFA,1-Way,Steve Yzerman,Kurt Overhardt,2010,1
Joey Anderson,"$800,000",2yr,$1.60M,1-Jul-24,STD,0.90%,RW,26,UFA,UFA,1-Way,Kyle Davidson,Jay Grossman,2016,3
Mike Reilly,"$1,250,000",1yr,$1.25M,1-Jul-24,STD,1.40%,D,30,UFA,UFA,1-Way,Lou Lamoriello,Pat Brisson,2011,4
Elias Lindholm,"$7,750,000",7yr,$54.25M,1-Jul-24,STD,8.80%,C,29,UFA,UFA,1-Way,Don Sweeney,Craig Oster,2013,1
Noah Gregor,"$850,000",1yr,$850k,1-Jul-24,STD,1%,LW,25,UFA,UFA,1-Way,Steve Staios,Craig Oster,2016,4
Devin Shore,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,C,29,UFA,UFA,2-Way,Bill Guerin,Todd Reynolds,2012,2
Scott Wedgewood,"$1,500,000",2yr,$3.00M,1-Jul-24,STD,1.70%,G,31,UFA,UFA,1-Way,Barry Trotz,Jordan Neumann & George Bazos,2010,3
Kevin Stenlund,"$2,000,000",2yr,$4.00M,1-Jul-24,STD,2.30%,C,27,UFA,UFA,1-Way,Bill Armstrong,Jarrett Bousquet,2015,2
Erik Gustafsson,"$2,000,000",2yr,$4.00M,1-Jul-24,STD,2.30%,D,32,UFA,UFA,1-Way,Steve Yzerman,Craig Oster,2012,4
Anthony Duclair,"$3,500,000",4yr,$14.00M,1-Jul-24,STD,4%,C,28,UFA,UFA,1-Way,Lou Lamoriello,Anthony Duclair,2013,3
Ilya Lyubushkin,"$3,250,000",3yr,$9.75M,1-Jul-24,STD,3.70%,D,30,UFA,UFA,1-Way,Jim Nill,Craig Oster,,
Alex Barre-Boulet,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,C,27,UFA,UFA,1-Way,Kent Hughes,Paul Corbeil,,
Joshua Dunne,"$775,000",2yr,$1.55M,1-Jul-24,STD,0.90%,C,25,UFA,UFA,Mixed,Kevyn Adams,Todd Reynolds,,
Alec Martinez,"$4,000,000",1yr,$4.00M,1-Jul-24,STD,4.50%,D,36,UFA,UFA,1-Way,Kyle Davidson,Shawn Hunwick,2007,4
Anthony Stolarz,"$2,500,000",2yr,$5.00M,1-Jul-24,STD,2.80%,G,30,UFA,UFA,1-Way,Brad Treliving,Allain Roy,2012,2
Matt Duchene,"$3,000,000",1yr,$3.00M,1-Jul-24,STD,3.40%,C,33,UFA,UFA,1-Way,Jim Nill,Pat Brisson,2009,1
Warren Foegele,"$3,500,000",3yr,$10.50M,1-Jul-24,STD,4%,LW,28,UFA,UFA,1-Way,Rob Blake,Joseph Resnick,2014,3
Joel Edmundson,"$3,850,000",4yr,$15.40M,1-Jul-24,STD,4.40%,D,31,UFA,UFA,1-Way,Rob Blake,Darren Ferris,2011,2
Jonathan Drouin,"$2,500,000",1yr,$2.50M,1-Jul-24,STD,2.80%,LW,29,UFA,UFA,1-Way,Chris MacFarland,Allan Walsh,2013,1
William Carrier,"$2,000,000",6yr,$12.00M,1-Jul-24,STD,2.30%,LW,29,UFA,UFA,1-Way,Eric Tulsky,Philippe Lecavalier,2013,2
Ian Cole,"$3,100,000",1yr,$3.10M,1-Jul-24,STD,3.50%,D,35,UFA,UFA,1-Way,Bill Armstrong,Kevin Magnuson,2007,1
Sheldon Dries,"$775,000",2yr,$1.55M,1-Jul-24,STD,0.90%,C,30,UFA,UFA,2-Way,Steve Yzerman,Richard Evans,,
Brendan Smith,"$1,000,000",1yr,$1.00M,1-Jul-24,STD,1.10%,D,35,UFA,UFA,1-Way,Jim Nill,Matthew Oates,2007,1
Matt Dumba,"$3,750,000",2yr,$7.50M,1-Jul-24,STD,4.30%,D,29,UFA,UFA,1-Way,Jim Nill,Craig Oster,2012,1
Michael Amadio,"$2,600,000",3yr,$7.80M,1-Jul-24,STD,3%,C,28,UFA,UFA,1-Way,Steve Staios,Joseph Resnick,2014,3
Sean Monahan,"$5,500,000",5yr,$27.50M,1-Jul-24,STD,6.20%,C,29,UFA,UFA,1-Way,Don Waddell,Patrick Morris,2013,1
Josh Brown,"$1,000,000",3yr,$3.00M,1-Jul-24,STD,1.10%,D,30,UFA,UFA,1-Way,Jeff Jackson,Jason Harshaw,2013,6
Ryan Lomberg,"$2,000,000",2yr,$4.00M,1-Jul-24,STD,2.30%,LW,29,UFA,UFA,1-Way,Craig Conroy,Brian & Scott Bartlett,,
Tanner Laczynski,"$775,000",2yr,$1.55M,1-Jul-24,STD,0.90%,C,27,UFA,UFA,1-Way,Kelly McCrimmon,Jason Davidson & Blake Evans,2016,6
Viktor Arvidsson,"$4,000,000",2yr,$8.00M,1-Jul-24,STD,4.50%,LW,31,UFA,UFA,1-Way,Jeff Jackson,Kurt Overhardt,2014,4
Jason Zucker,"$5,000,000",1yr,$5.00M,1-Jul-24,STD,5.70%,LW,32,UFA,UFA,1-Way,Kevyn Adams,Eustace King,2010,2
Garnet Hathaway,"$2,400,000",2yr,$4.80M,1-Jul-24,STD,2.50%,RW,32,UFA,UFA,1-Way,Daniel Briere,Matt Keator,,
Brandon Duhaime,"$1,850,000",2yr,$3.70M,1-Jul-24,STD,2.10%,RW,27,UFA,UFA,1-Way,Brian MacLellan,Richard Evans,2016,4
Casey DeSmith,"$1,000,000",3yr,$3.00M,1-Jul-24,STD,1.10%,G,32,UFA,UFA,1-Way,Jim Nill,Jordan Neumann & George Bazos,,
Brenden Dillon,"$4,000,000",3yr,$12.00M,1-Jul-24,STD,4.50%,D,33,UFA,UFA,1-Way,Tom Fitzgerald,Allain Roy,,
Eric Comrie,"$825,000",2yr,$1.65M,1-Jul-24,STD,0.90%,G,28,UFA,UFA,1-Way,Kevin Cheveldayoff,Ray (Raynold) Petkau,2013,2
Oliver Ekman-Larsson,"$3,500,000",4yr,$14.00M,1-Jul-24,STD,4%,D,32,UFA,UFA,1-Way,Brad Treliving,Kevin Epp,2009,1
Chandler Stephenson,"$6,250,000",7yr,$43.75M,1-Jul-24,STD,7.10%,C,30,UFA,UFA,1-Way,Ron Francis,Jason Davidson & Blake Evans,2012,3
Jake DeBrusk,"$5,500,000",7yr,$38.50M,1-Jul-24,STD,6.20%,LW,27,UFA,UFA,1-Way,Patrik Allvin,Rick Valette,2015,1
Matt Grzelcyk,"$2,750,000",1yr,$2.75M,1-Jul-24,STD,3.10%,D,30,UFA,UFA,1-Way,Kyle Dubas,Peter Fish,2012,3
Matt Roy,"$5,750,000",6yr,$34.50M,1-Jul-24,STD,6.50%,D,29,UFA,UFA,1-Way,Brian MacLellan,Richard Evans,2015,7
Nikita Zadorov,"$5,000,000",6yr,$30.00M,1-Jul-24,STD,5.70%,D,29,UFA,UFA,1-Way,Don Sweeney,Daniel Milstein,2013,1
Yegor Sharangovich,"$5,750,000",5yr,$28.75M,1-Jul-24,STD,6%,C,26,UFA,UFA,1-Way,Craig Conroy,Daniel Milstein,2018,5
Steven Stamkos,"$8,000,000",4yr,$32.00M,1-Jul-24,STD,9.10%,C,34,UFA,UFA,1-Way,Barry Trotz,Donald Meehan,2008,1
Brady Skjei,"$7,000,000",7yr,$49.00M,1-Jul-24,STD,8%,D,30,UFA,UFA,1-Way,Barry Trotz,Wade Arnott,2012,1
Anthony Mantha,"$3,500,000",1yr,$3.50M,1-Jul-24,STD,4%,RW,29,UFA,UFA,1-Way,Craig Conroy,Olivier Fortier,2013,1
Taylor Raddysh,"$1,000,000",1yr,$1.00M,1-Jul-24,STD,1.10%,RW,26,UFA,UFA,1-Way,Brian MacLellan,David Gagner,2016,2
Jonathan Marchessault,"$5,500,000",5yr,$27.50M,1-Jul-24,STD,6.20%,LW,33,UFA,UFA,1-Way,Barry Trotz,Pat Brisson,,
Jordan Martinook,"$3,050,000",3yr,$9.15M,1-Jul-24,STD,3.50%,C,31,UFA,UFA,1-Way,Eric Tulsky,Jeff Helperl,2012,2
Tyler Toffoli,"$6,000,000",4yr,$24.00M,1-Jul-24,STD,6.80%,RW,32,UFA,UFA,1-Way,Mike Grier,Pat Brisson,2010,2
Sam Lafferty,"$2,000,000",2yr,$4.00M,1-Jul-24,STD,2.30%,C,29,UFA,UFA,1-Way,Kevyn Adams,Pete Rutili,2014,4
Noah Philp,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,C,25,RFA,RFA,2-Way,Jeff Jackson,Allain Roy,,
James Hamblin,"$775,000",2yr,$1.55M,1-Jul-24,STD,0.90%,LW,25,RFA,UFA,2-Way,Jeff Jackson,Rick Valette,,
Brandon Montour,"$7,142,857",7yr,$50.00M,1-Jul-24,STD,8.10%,D,30,UFA,UFA,1-Way,Ron Francis,Matt Keator,2014,2
Teuvo Teravainen,"$5,400,000",3yr,$16.20M,1-Jul-24,STD,6.10%,C,29,UFA,UFA,1-Way,Kyle Davidson,Markus Lehto,2012,1
Kasperi Kapanen,"$1,000,000",1yr,$1.00M,1-Jul-24,STD,1.10%,C,27,UFA,UFA,1-Way,Doug Armstrong,Markus Lehto,2014,1
Yakov Trenin,"$3,500,000",4yr,$14.00M,1-Jul-24,STD,4%,C,27,UFA,UFA,1-Way,Bill Guerin,Renat Mamashev,2015,2
Connor McMichael,"$2,100,000",2yr,$4.20M,1-Jul-24,STD,2.40%,C,23,RFA,RFA,1-Way,Brian MacLellan,David Gagner,2019,1
Eric Robinson,"$950,000",1yr,$950k,1-Jul-24,STD,1.10%,LW,29,UFA,UFA,1-Way,Eric Tulsky,Todd Reynolds,,
Erik Johnson,"$1,000,000",1yr,$1.00M,1-Jul-24,STD,1.10%,D,36,UFA,UFA,1-Way,Daniel Briere,Pat Brisson,2006,1
Brett Pesce,"$5,500,000",6yr,$33.00M,1-Jul-24,STD,6.20%,D,29,UFA,UFA,1-Way,Tom Fitzgerald,Judd Moldaver,2013,3
Christopher Tanev,"$4,500,000",6yr,$27.00M,1-Jul-24,STD,5.10%,D,34,UFA,UFA,1-Way,Brad Treliving,Wade Arnott,,
Joseph Woll,"$3,666,667",3yr,$11.00M,1-Jul-24,STD,3.80%,G,25,RFA,UFA,1-Way,Brad Treliving,Allain Roy,2016,3
Dmitry Kulikov,"$1,150,000",4yr,$4.60M,1-Jul-24,STD,1.30%,D,33,UFA,UFA,1-Way,Bill Zito,Craig Oster,2009,1
Mitchell Gibson,"$775,000",1yr,$775k,1-Jul-24,STD,0.90%,G,25,RFA,UFA,2-Way,Brian MacLellan,Michael Curran,2018,4
Connor Brown,"$1,000,000",1yr,$1.00M,1-Jul-24,STD,1.10%,RW,30,UFA,UFA,1-Way,Jeff Jackson,Judd Moldaver,2012,6
Jake Guentzel,"$9,000,000",7yr,$63.00M,1-Jul-24,STD,10.20%,LW,29,UFA,UFA,1-Way,Julien BriseBois,Ben Hankinson,2013,3
Tyler Bertuzzi,"$5,500,000",4yr,$22.00M,1-Jul-24,STD,6.20%,LW,29,UFA,UFA,1-Way,Kyle Davidson,Todd Reynolds,2013,2
Sam Carrick,"$1,000,000",3yr,$3.00M,1-Jul-24,STD,1.10%,C,32,UFA,UFA,1-Way,Chris Drury,Todd Reynolds,2010,5
Sam Reinhart,"$8,625,000",8yr,$69.00M,30-Jun-24,STD,9.80%,C,28,UFA,UFA,1-Way,Bill Zito,Craig Oster,2014,1
Sam Steel,"$1,200,000",1yr,$1.20M,30-Jun-24,STD,1.40%,C,26,UFA,UFA,1-Way,Jim Nill,Gerry Johannson,2016,1
Patrick Kane,"$4,000,000",1yr,$4.00M,30-Jun-24,STD,4.50%,RW,35,UFA,UFA,1-Way,Steve Yzerman,Pat Brisson,2007,1
Chase Priskie,"$775,000",1yr,$775k,30-Jun-24,STD,0.90%,D,28,UFA,UFA,2-Way,Brian MacLellan,Lewis Gross,2016,6
Luke Henman,"$775,000",1yr,$775k,30-Jun-24,STD,0.90%,C,24,RFA,UFA,2-Way,Ron Francis,Chad Levitt,2018,4
Ales Stezka,"$775,000",1yr,$775k,30-Jun-24,STD,0.90%,G,27,UFA,UFA,2-Way,Ron Francis,Craig Oster,2015,4
Ethen Frank,"$775,000",2yr,$1.55M,30-Jun-24,STD,0.90%,RW,26,RFA,UFA,Mixed,Brian MacLellan,Matt Federico,,
Rasmus Asplund,"$775,000",1yr,$775k,30-Jun-24,STD,0.90%,C,26,UFA,UFA,2-Way,Bill Zito,Claude Lemieux,2016,2
Max McCormick,"$775,000",2yr,$1.55M,30-Jun-24,STD,0.90%,LW,32,UFA,UFA,2-Way,Ron Francis,Ritchie Winter,2011,6
Isac Lundestrom,"$1,500,000",1yr,$1.50M,30-Jun-24,STD,1.70%,C,24,RFA,UFA,1-Way,Pat Verbeek,Peter Wallen,2018,1
Sean Durzi,"$6,000,000",4yr,$24.00M,30-Jun-24,STD,6.80%,D,25,RFA,UFA,1-Way,Bill Armstrong,Allan Walsh,2018,2
Timothy Liljegren,"$3,000,000",2yr,$6.00M,30-Jun-24,STD,3.40%,D,25,RFA,UFA,1-Way,Brad Treliving,Peter Wallen,2017,1
John Hayden,"$775,000",1yr,$775k,30-Jun-24,STD,0.90%,C,29,UFA,UFA,1-Way,Ron Francis,Pat Brisson,2013,3
Jett Woo,"$775,000",1yr,$775k,30-Jun-24,STD,0.90%,D,23,RFA,RFA,2-Way,Patrik Allvin,Eustace King,2018,2
Max Domi,"$3,750,000",4yr,$15.00M,30-Jun-24,STD,4.30%,C,29,UFA,UFA,1-Way,Brad Treliving,Judd Moldaver,2013,1
Justin Bailey,"$800,000",1yr,$800k,30-Jun-24,STD,0.90%,RW,28,UFA,UFA,2-Way,Mike Grier,Pat Brisson,2013,2
Hunter Skinner,"$775,000",1yr,$775k,30-Jun-24,STD,0.90%,D,23,RFA,RFA,2-Way,Doug Armstrong,Ryan Barnes,2019,4
Juuso Valimaki,"$2,000,000",2yr,$4.00M,29-Jun-24,STD,2.30%,D,25,RFA,UFA,1-Way,Bill Armstrong,Dave Cowan,2017,1
Luke Kunin,"$2,750,000",1yr,$2.75M,28-Jun-24,STD,3.10%,C,26,RFA,UFA,1-Way,Mike Grier,Pete Rutili,2016,1
Matt Kiersted,"$775,000",1yr,$775k,28-Jun-24,STD,0.90%,D,26,UFA,UFA,2-Way,Bill Zito,Neil Sheehy,,
Alexander Petrovic,"$775,000",2yr,$1.55M,28-Jun-24,STD,0.90%,D,32,UFA,UFA,2-Way,Jim Nill,Drew Shore,2010,2
Calvin Pickard,"$1,000,000",2yr,$2.00M,28-Jun-24,STD,1.10%,G,32,UFA,UFA,1-Way,Jeff Jackson,Ritchie Winter,2010,2
Patrick Giles,"$775,000",2yr,$1.55M,28-Jun-24,STD,0.90%,C,24,RFA,UFA,2-Way,Bill Zito,Shawn Hunwick,,
Alexandre Texier,"$2,100,000",2yr,$4.20M,28-Jun-24,STD,2.40%,LW,24,RFA,RFA,1-Way,Doug Armstrong,Daniel Milstein,2017,2
Cam Dineen,"$775,000",2yr,$1.55M,28-Jun-24,STD,0.90%,D,26,UFA,UFA,2-Way,Jeff Jackson,Michael Curran,2016,3
Michael Kesselring,"$1,400,000",2yr,$2.80M,28-Jun-24,STD,1.60%,D,24,RFA,RFA,1-Way,Bill Armstrong,Matt Keator,2018,6
Kale Clague,"$775,000",1yr,$775k,28-Jun-24,STD,0.90%,D,26,RFA,UFA,2-Way,Kevyn Adams,Judd Moldaver,2016,2
Tyler Myers,"$3,000,000",3yr,$9.00M,27-Jun-24,STD,3.40%,D,34,UFA,UFA,1-Way,Patrik Allvin,J.P. Barry,2008,1
Dakota Joshua,"$3,250,000",4yr,$13.00M,27-Jun-24,STD,3.70%,LW,28,UFA,UFA,1-Way,Patrik Allvin,Richard Evans,2014,5
Matthew Highmore,"$775,000",1yr,$775k,26-Jun-24,STD,0.90%,C,28,UFA,UFA,2-Way,Steve Staios,Allan Walsh,,
Teddy Blueger,"$1,800,000",2yr,$3.60M,26-Jun-24,STD,2%,C,29,UFA,UFA,1-Way,Patrik Allvin,Ben Hankinson,2012,2
Liam O'Brien,"$1,000,000",3yr,$3.00M,26-Jun-24,STD,1.10%,LW,29,UFA,UFA,1-Way,Bill Armstrong,Andrew & Dave Maloney,,
Oskar Back,"$775,000",1yr,$775k,25-Jun-24,STD,0.90%,C,24,RFA,RFA,2-Way,Jim Nill,J.P. Barry,2018,3
Vladislav Kolyachonok,"$775,000",2yr,$1.55M,25-Jun-24,STD,0.90%,D,23,RFA,RFA,Mixed,Bill Armstrong,Daniel Milstein,2019,2
Casey Mittelstadt,"$5,750,000",3yr,$17.25M,25-Jun-24,STD,6.50%,C,25,RFA,UFA,1-Way,Chris MacFarland,Neil Sheehy,2017,1
Dylan Demelo,"$4,900,000",4yr,$19.60M,25-Jun-24,STD,5.60%,D,31,UFA,UFA,1-Way,Kevin Cheveldayoff,Brian MacDonald,2011,6
Wyatt Bongiovanni,"$775,000",1yr,$775k,25-Jun-24,STD,0.90%,C,24,RFA,UFA,2-Way,Steve Staios,Brian & Scott Bartlett,,
Ben McCartney,"$775,000",1yr,$775k,24-Jun-24,STD,0.90%,LW,22,RFA,RFA,2-Way,Bill Armstrong,Allain Roy,2020,7
Samuel Fagemo,"$775,000",1yr,$775k,24-Jun-24,STD,0.90%,LW,24,RFA,UFA,2-Way,Rob Blake,Craig Oster,2019,2
Brandon Bussi,"$775,000",1yr,$775k,24-Jun-24,STD,0.90%,G,25,RFA,UFA,2-Way,Don Sweeney,John Kofi Osei-Tutu & Bobby Gauthier,,
Nick DeSimone,"$775,000",1yr,$775k,24-Jun-24,STD,0.90%,D,29,UFA,UFA,1-Way,Tom Fitzgerald,Allan Walsh,,
Ian Mitchell,"$775,000",1yr,$775k,23-Jun-24,STD,0.90%,D,25,RFA,UFA,2-Way,Don Sweeney,Gregory Landry,2017,2
Linus Karlsson,"$775,000",1yr,$775k,22-Jun-24,STD,0.90%,RW,24,RFA,UFA,2-Way,Patrik Allvin,Matt Keator,2018,3
Matej Blumel,"$775,000",1yr,$775k,22-Jun-24,STD,0.90%,RW,24,RFA,UFA,2-Way,Jim Nill,J.P. Barry,2019,4
Alex Turcotte,"$775,000",3yr,$2.33M,22-Jun-24,STD,0.90%,C,23,RFA,RFA,Mixed,Rob Blake,Pat Brisson,2019,1
Ty Smith,"$775,000",1yr,$775k,21-Jun-24,STD,0.90%,D,24,RFA,UFA,2-Way,Eric Tulsky,Gerry Johannson,2018,1
Gage Goncalves,"$775,000",1yr,$775k,21-Jun-24,STD,0.90%,C,23,RFA,UFA,2-Way,Julien BriseBois,Allain Roy,2020,2
Jamieson Rees,"$775,000",1yr,$775k,21-Jun-24,STD,0.90%,LW,23,RFA,UFA,2-Way,Steve Staios,Wade Arnott,2019,2
Yegor Chinakhov,"$2,100,000",2yr,$4.20M,21-Jun-24,STD,2.40%,RW,23,RFA,RFA,1-Way,Don Waddell,Shumi Babaev,2020,1
Emilio Pettersen,"$775,000",1yr,$775k,20-Jun-24,STD,0.90%,C,24,RFA,UFA,2-Way,Jim Nill,Shawn Hunwick,2018,6
Patrik Koch,"$775,000",1yr,$775k,20-Jun-24,STD,0.90%,D,27,UFA,UFA,2-Way,Bill Armstrong,Serge Payer,,
Cole McWard,"$775,000",1yr,$775k,20-Jun-24,STD,0.90%,D,23,RFA,UFA,2-Way,Patrik Allvin,Allain Roy,,
Alex Nedeljkovic,"$2,500,000",2yr,$5.00M,20-Jun-24,STD,2.80%,G,28,UFA,UFA,1-Way,Kyle Dubas,Richard Evans,2014,2
Nikolas Matinpalo,"$775,000",1yr,$775k,20-Jun-24,STD,0.90%,D,25,RFA,RFA,2-Way,Steve Staios,Murray Koontz,,
Cole Guttman,"$775,000",1yr,$775k,20-Jun-24,STD,0.90%,C,25,RFA,UFA,2-Way,Kyle Davidson,Pat Brisson,2017,6
Kyle MacLean,"$775,000",3yr,$2.33M,19-Jun-24,STD,0.90%,C,25,RFA,UFA,1-Way,Lou Lamoriello,Michael Curran,,
Albert Johansson,"$775,000",1yr,$775k,19-Jun-24,STD,0.90%,D,23,RFA,RFA,2-Way,Steve Yzerman,J.P. Barry,2019,2
Matt Villalta,"$775,000",2yr,$1.55M,19-Jun-24,STD,0.90%,G,25,UFA,UFA,2-Way,Bill Armstrong,Andy Scott,2017,3
Mark Friedman,"$775,000",1yr,$775k,19-Jun-24,STD,0.90%,D,28,UFA,UFA,1-Way,Patrik Allvin,Ian Pulver,2014,3
Filip Hronek,"$7,250,000",8yr,$58.00M,18-Jun-24,STD,8.20%,D,26,RFA,UFA,1-Way,Patrik Allvin,Allan Walsh,2016,2
Scott Perunovich,"$1,150,000",1yr,$1.15M,18-Jun-24,STD,1.30%,D,25,RFA,UFA,1-Way,Doug Armstrong,Ian Pulver,2018,2
Maxence Guenette,"$775,000",1yr,$775k,18-Jun-24,STD,0.90%,D,23,RFA,RFA,2-Way,Steve Staios,Dom De Blois,2019,7
Gabriel Fortier,"$775,000",1yr,$775k,17-Jun-24,STD,0.90%,LW,24,RFA,UFA,2-Way,Julien BriseBois,Erik Lupien,2018,2
Adam Ginning,"$787,500",2yr,$1.58M,17-Jun-24,STD,0.90%,D,24,RFA,UFA,Mixed,Daniel Briere,Patrik Aronsson,2018,2
Rodrigo Abols,"$775,000",1yr,$775k,15-Jun-24,STD,0.90%,C,28,UFA,UFA,2-Way,Daniel Briere,Lewis Gross,2016,7
Oliver Kapanen,"$925,000",3yr,$2.78M,15-Jun-24,ELC,1.10%,C,20,,RFA,2-Way,Kent Hughes,Simo Niiranen,2021,2
Oscar Fisker Molgaard,"$891,666",3yr,$2.67M,14-Jun-24,ELC,1%,C,19,,RFA,2-Way,Ron Francis,Claude Lemieux,2023,2
Cole Reinhardt,"$775,000",1yr,$775k,14-Jun-24,STD,0.90%,LW,24,RFA,UFA,2-Way,Steve Staios,Scott Norton,2020,6
Jere Innala,"$870,000",1yr,$870k,13-Jun-24,ELC,1%,LW,26,,UFA,2-Way,Chris MacFarland,Simo Niiranen,,
Kaapo Kakko,"$2,400,000",1yr,$2.40M,13-Jun-24,STD,2.70%,RW,23,RFA,RFA,1-Way,Chris Drury,Andy Scott,2019,1
Jalen Chatfield,"$3,000,000",3yr,$9.00M,13-Jun-24,STD,3.40%,D,28,UFA,UFA,1-Way,Eric Tulsky,Darren Ferris,,
Angus Crookshank,"$775,000",1yr,$775k,12-Jun-24,STD,0.90%,LW,24,RFA,UFA,2-Way,Steve Staios,Ross Gurney,2018,5
Colten Ellis,"$775,000",1yr,$775k,11-Jun-24,STD,0.90%,G,23,RFA,RFA,2-Way,Doug Armstrong,Jason Harshaw,2019,3
Jesse Nurmi,"$838,333",3yr,$2.51M,10-Jun-24,ELC,1%,LW,19,,RFA,2-Way,Lou Lamoriello,Daniel Milstein,2023,4
Mathias Laferriere,"$775,000",1yr,$775k,9-Jun-24,STD,0.90%,C,23,RFA,UFA,2-Way,Doug Armstrong,Philippe Lecavalier,2018,6
Akil Thomas,"$775,000",2yr,$1.55M,6-Jun-24,STD,0.90%,C,24,RFA,UFA,Mixed,Rob Blake,Eustace King,2018,2
